epoch,accuracy,loss,val_accuracy,val_loss
0,0.7291985750198364,0.9439061880111694,0.8867732286453247,0.43307068943977356
1,0.8615236878395081,0.4610055387020111,0.9262155890464783,0.2855105996131897
2,0.8845380544662476,0.36779800057411194,0.934376060962677,0.23226937651634216
3,0.8992108702659607,0.31592831015586853,0.9493369460105896,0.18952299654483795
4,0.9044918417930603,0.29436609148979187,0.954947292804718,0.16778743267059326
